Neighborhood,OverallQual,AgeBuildind,ExterQual,BsmtQual,TotalBsmtSF,CentralAir,GrLivArea,TotalArea,FullBath,KitchenQual,TotRmsAbvGrd,FireplaceQu,GarageCars,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No
9,6,88,3,3,319,1,1406,1725,1,2,6,0,0,0,0,0,0,0,0,1
7,4,69,3,3,861,1,861,1722,1,3,4,0,2,0,0,0,0,0,1,0
16,9,3,4,5,1896,1,1944,3840,2,5,8,5,3,0,1,0,0,0,0,0
8,6,13,3,4,697,1,1501,2198,2,4,6,3,2,0,1,0,0,0,0,0
12,6,61,3,3,972,1,972,1944,1,3,5,4,1,0,0,0,0,0,1,0
17,5,67,3,4,793,1,1118,1911,1,3,5,4,2,0,0,0,0,0,1,0
23,7,44,3,4,2136,1,2036,4172,2,3,8,4,2,0,1,0,0,0,0,0
17,7,81,3,3,728,1,1641,2369,1,5,6,4,2,0,0,0,0,0,1,0
8,7,5,4,4,716,1,1432,2148,2,4,6,4,2,0,1,0,0,0,0,0
14,7,29,4,4,845,1,2353,3198,2,5,10,3,2,0,1,0,0,0,0,0
21,8,1,4,4,1088,1,1959,3047,2,4,8,4,3,0,1,0,0,0,0,0
15,7,16,4,4,1347,1,2646,3993,2,4,9,3,3,0,1,0,0,0,0,0
14,7,29,3,4,1372,1,1472,2844,2,3,6,3,2,0,1,0,0,0,0,0
16,9,0,3,5,1249,1,2596,3845,3,4,9,0,3,0,1,0,0,0,0,0
16,8,3,4,5,1136,1,2468,3604,2,4,10,4,3,0,0,0,1,0,0,0
20,7,21,4,3,1502,1,2730,4232,2,4,8,3,2,0,1,0,0,0,0,0
17,3,51,3,3,1162,1,1163,2325,1,3,6,0,1,0,1,0,0,0,0,0
12,7,43,4,4,710,1,2978,3688,2,4,11,4,2,0,0,0,1,0,0,0
9,5,66,3,3,720,0,803,1523,1,3,5,0,2,0,0,0,0,0,1,0
24,8,15,4,4,1719,1,1719,3438,1,4,6,4,2,0,1,0,0,0,0,0
12,6,46,3,3,1383,1,1383,2766,1,3,7,0,1,0,1,0,0,0,0,0
3,6,93,3,3,844,0,2134,2978,2,4,10,0,2,0,0,0,0,0,1,0
9,5,89,3,3,596,0,1192,1788,1,3,6,0,1,0,0,0,0,0,1,0
12,5,43,3,3,1728,1,1728,3456,2,3,10,0,1,0,0,0,0,0,1,0
12,5,49,3,3,1056,1,1056,2112,1,3,6,0,1,0,1,0,0,0,0,0
16,8,6,4,4,3206,1,1629,4835,2,4,7,4,3,0,1,0,0,0,0,0
16,7,4,4,4,1358,1,1358,2716,2,4,6,4,2,0,1,0,0,0,0,0
8,6,10,3,4,943,1,1638,2581,2,3,7,3,2,0,1,0,0,0,0,0
23,5,43,3,3,1499,1,1786,3285,2,3,7,4,2,0,1,0,0,0,0,0
22,9,2,4,5,1922,1,1922,3844,2,4,8,4,3,0,1,0,0,0,0,0
5,7,6,4,4,1536,1,1536,3072,2,4,7,0,2,0,1,0,0,0,0,0
14,7,22,4,4,1208,1,1621,2829,2,4,8,0,2,0,1,0,0,0,0,0
12,6,51,3,3,1215,1,1215,2430,1,3,6,0,1,0,1,0,0,0,0,0
23,8,8,4,4,967,1,1908,2875,2,4,9,0,2,0,1,0,0,0,0,0
20,4,59,2,3,721,1,841,1562,1,3,4,0,1,0,0,0,0,1,0,0
12,3,57,3,0,0,0,1040,1040,2,3,6,0,2,0,0,0,0,0,1,0
16,9,3,5,5,1684,1,1684,3368,2,5,6,5,2,0,1,0,0,0,0,0
10,5,34,3,4,536,1,1112,1648,1,3,4,0,1,0,1,0,0,0,0,0
3,6,67,3,3,972,1,1577,2549,1,2,6,4,1,0,0,0,0,0,1,0
12,6,47,3,3,958,1,958,1916,1,3,5,0,1,0,1,0,0,0,0,0
12,6,49,3,3,1478,1,1478,2956,2,3,6,4,2,0,1,0,0,0,0,0
16,7,5,4,4,764,1,1626,2390,2,4,6,0,2,0,0,0,1,0,0,0
16,9,1,5,5,1848,1,2728,4576,2,5,10,5,3,0,1,0,0,0,0,0
16,9,0,5,5,1869,1,1869,3738,2,5,6,4,2,0,1,0,0,0,0,0
4,7,20,3,4,1453,1,1453,2906,1,4,6,3,2,0,1,0,0,0,0,0
7,5,67,3,3,616,0,1111,1727,1,3,5,0,1,0,0,0,0,0,1,0
17,6,82,3,3,624,1,720,1344,1,3,5,0,2,0,0,0,0,0,1,0
18,6,66,3,3,940,1,1595,2535,1,3,6,4,1,0,1,0,0,0,0,0
5,6,12,4,4,1200,1,1200,2400,2,4,6,0,2,0,1,0,0,0,0,0
8,6,17,3,4,1158,1,1167,2325,2,4,6,0,2,0,1,0,0,0,0,0
10,5,31,3,4,1142,1,1142,2284,1,3,6,1,2,0,1,0,0,0,0,0
4,5,48,3,3,1062,1,1352,2414,1,4,6,0,1,0,0,0,1,0,0,0
15,8,8,4,4,1086,1,1924,3010,2,4,7,3,2,0,1,0,0,0,0,0
11,6,29,3,4,888,1,912,1800,1,3,5,3,2,0,1,0,0,0,0,0
3,5,68,3,3,883,1,1505,2388,1,3,8,0,1,0,0,0,0,0,1,0
7,7,6,4,0,0,1,1922,1922,3,4,7,5,2,0,0,0,1,0,0,0
2,6,37,3,3,483,1,987,1470,1,4,5,0,1,0,0,0,0,0,1,0
14,6,30,3,4,796,1,1574,2370,2,3,6,3,2,0,1,0,0,0,0,0
9,5,89,3,3,672,1,1344,2016,1,3,6,0,1,0,0,0,0,0,1,0
12,6,46,3,4,1394,1,1394,2788,1,3,6,4,2,0,1,0,0,0,0,0
12,6,46,3,4,1099,1,1431,2530,1,3,6,4,1,0,0,1,0,0,0,0
12,5,56,3,3,1268,1,1268,2536,1,3,7,4,1,0,1,0,0,0,0,0
12,5,51,3,3,1063,1,1287,2350,1,4,7,4,2,0,0,0,0,0,1,0
8,6,6,3,4,953,1,1664,2617,2,3,7,3,2,0,1,0,0,0,0,0
4,4,49,3,0,0,1,1588,1588,2,3,7,4,2,0,0,0,0,0,1,0
20,6,26,3,4,744,1,752,1496,1,3,4,0,1,0,1,0,0,0,0,0
12,5,56,3,3,608,1,1319,1927,1,3,5,0,1,0,1,0,0,0,0,0
5,7,4,4,4,847,1,1928,2775,2,4,8,4,2,0,0,0,1,0,0,0
7,1,87,2,2,683,0,904,1587,0,2,4,0,0,0,0,0,0,0,0,1
5,5,10,4,4,870,1,914,1784,1,3,5,0,2,0,0,0,0,0,1,0
21,8,3,4,4,1580,1,2466,4046,3,4,8,4,2,0,1,0,0,0,0,0
22,9,0,4,5,1856,1,1856,3712,1,5,8,5,3,0,1,0,0,0,0,0
8,6,9,3,4,982,1,1800,2782,2,3,7,3,2,0,1,0,0,0,0,0
18,5,86,3,3,1026,1,1691,2717,2,4,6,4,1,0,0,0,0,0,1,0
21,7,0,4,4,1293,1,1301,2594,2,4,5,4,2,0,1,0,0,0,0,0
5,7,1,4,4,939,1,1797,2736,2,4,8,0,2,0,1,0,0,0,0,0
20,6,81,3,2,784,0,784,1568,1,3,5,0,2,0,0,0,0,0,1,0
4,6,15,4,4,1580,1,1953,3533,2,4,9,2,2,0,1,0,0,0,0,0
0,8,6,4,4,1256,1,1269,2525,2,4,6,3,2,0,1,0,0,0,0,0
7,5,96,3,3,658,1,1184,1842,1,3,8,0,0,0,0,0,0,0,0,1
7,6,33,3,3,1041,1,1125,2166,1,3,6,2,1,0,0,0,0,0,1,0
5,7,9,4,4,1468,1,1479,2947,2,4,6,0,2,0,1,0,0,0,0,0
16,10,1,5,5,1682,1,2332,4014,2,5,9,5,3,0,0,0,1,0,0,0
7,5,108,3,3,861,1,1367,2228,1,3,7,0,1,0,0,0,0,0,1,0
11,6,8,3,5,804,1,1961,2765,2,4,7,3,2,0,0,0,1,0,0,0
12,5,48,3,0,0,1,882,882,1,3,5,0,1,0,1,0,0,0,0,0
3,4,65,3,3,788,1,788,1576,1,3,4,3,0,0,0,0,0,0,0,1
17,5,67,3,3,735,1,1034,1769,1,3,5,0,1,0,0,0,0,0,1,0
7,5,54,3,3,1144,1,1144,2288,1,3,6,0,1,0,1,0,0,0,0,0
5,5,37,3,3,894,1,894,1788,1,3,6,0,2,0,0,0,0,0,1,0
12,5,45,3,3,864,1,1812,2676,2,3,8,3,1,0,1,0,0,0,0,0
9,5,87,3,2,961,1,1077,2038,1,3,6,0,1,0,0,0,0,0,1,0
21,7,3,4,4,1092,1,1550,2642,2,4,7,0,2,0,1,0,0,0,0,0
24,8,12,4,4,1260,1,1288,2548,1,5,4,4,2,0,1,0,0,0,0,0
5,7,1,4,4,1310,1,1310,2620,2,4,6,4,2,0,1,0,0,0,0,0
19,5,68,3,3,672,1,672,1344,1,3,4,0,1,0,0,0,0,0,1,0
15,8,8,4,4,1141,1,2263,3404,2,4,10,3,2,0,0,0,1,0,0,0
8,6,12,3,4,806,1,1572,2378,2,3,7,3,2,0,0,0,1,0,0,0
19,4,33,3,3,1281,1,1620,2901,2,3,8,3,2,0,1,0,0,0,0,0
18,6,72,3,3,1064,1,1639,2703,1,3,6,0,1,0,0,0,0,0,1,0
6,6,93,3,4,840,1,1680,2520,2,3,8,0,1,0,1,0,0,0,0,0
16,7,1,4,5,1063,1,2172,3235,2,4,9,4,3,0,1,0,0,0,0,0
21,8,1,4,5,1034,1,2078,3112,2,5,8,4,3,0,1,0,0,0,0,0
7,5,51,3,3,1276,1,1276,2552,1,3,5,0,1,0,1,0,0,0,0,0
8,5,51,3,3,1056,0,1056,2112,1,3,5,0,2,0,1,0,0,0,0,0
21,7,1,5,5,1470,1,1478,2948,2,4,7,4,2,0,1,0,0,0,0,0
17,5,83,3,3,1008,1,1028,2036,1,3,5,4,2,0,0,0,0,0,1,0
20,7,15,4,4,1080,1,2097,3177,2,4,9,3,3,0,1,0,0,0,0,0
8,7,0,4,4,1340,1,1340,2680,2,4,6,0,2,0,1,0,0,0,0,0
19,6,28,3,3,672,1,1400,2072,1,3,6,3,2,0,1,0,0,0,0,0
6,6,89,3,4,1370,0,2624,3994,2,3,10,4,3,0,0,0,0,0,1,0
7,5,67,3,3,756,0,1134,1890,1,3,7,0,1,0,0,0,0,0,1,0
12,5,42,3,3,1056,1,1056,2112,1,3,6,2,1,0,1,0,0,0,0,0
11,7,11,3,4,1344,1,1344,2688,2,3,8,0,4,0,1,0,0,0,0,0
14,6,32,4,4,1602,1,1602,3204,2,4,8,3,2,0,1,0,0,0,0,0
11,5,54,3,3,988,1,988,1976,1,3,4,0,2,0,1,0,0,0,0,0
15,8,10,4,4,1470,1,2630,4100,2,4,8,3,3,0,1,0,0,0,0,0
12,6,52,3,4,1196,1,1196,2392,1,3,6,4,1,0,1,0,0,0,0,0
17,7,63,3,3,651,1,1389,2040,1,3,6,4,1,0,0,0,0,0,1,0
20,7,20,4,4,1518,1,1644,3162,2,4,5,3,2,0,1,0,0,0,0,0
12,4,51,3,3,907,1,907,1814,1,3,5,0,1,0,0,0,0,0,1,0
5,7,0,4,4,1208,1,1208,2416,2,4,6,0,2,0,1,0,0,0,0,0
23,6,21,3,4,1392,1,1412,2804,2,4,6,3,2,0,1,0,0,0,0,0
2,6,37,3,3,483,1,987,1470,1,3,4,0,1,0,0,0,0,0,1,0
17,6,88,3,3,901,1,1198,2099,1,3,7,0,0,0,0,0,0,0,0,1
2,5,36,3,3,765,1,1365,2130,1,3,6,0,2,0,0,0,0,0,1,0
8,6,11,3,4,926,1,1604,2530,2,3,7,3,2,0,1,0,0,0,0,0
10,4,36,3,4,630,1,630,1260,1,3,3,0,0,0,0,0,0,0,0,1
5,7,13,4,4,799,1,1661,2460,2,4,6,3,2,0,1,0,0,0,0,0
17,6,86,3,2,648,1,1118,1766,1,3,6,0,2,0,0,0,0,0,1,0
3,6,83,4,3,884,1,904,1788,1,3,4,0,1,0,0,0,0,0,1,0
6,5,94,3,3,440,0,694,1134,1,4,4,4,1,0,0,0,0,0,1,0
7,6,89,3,3,684,1,1196,1880,1,4,7,0,2,0,0,0,0,0,1,0
16,10,1,5,5,3094,1,2402,5496,2,5,10,4,3,0,1,0,0,0,0,0
7,4,53,3,3,1440,0,1440,2880,2,2,8,0,0,0,0,0,0,0,0,1
3,5,78,3,3,1078,1,1573,2651,2,3,8,4,2,0,0,0,0,0,1,0
0,7,1,4,5,1258,1,1258,2516,2,4,6,4,3,0,1,0,0,0,0,0
5,7,14,4,4,915,1,1908,2823,2,4,8,3,2,0,1,0,0,0,0,0
7,6,53,3,3,1436,1,1689,3125,1,3,7,4,2,0,1,0,0,0,0,0
12,6,44,4,3,1517,1,1888,3405,2,4,6,4,2,0,1,0,0,0,0,0
8,7,8,4,4,930,1,1886,2816,2,4,10,3,2,0,1,0,0,0,0,0
9,6,69,3,3,780,1,1376,2156,2,3,7,4,1,0,0,0,0,0,1,0
17,3,59,3,3,649,1,1183,1832,1,3,6,0,1,0,0,0,0,0,1,0
17,6,76,3,3,813,1,813,1626,1,4,5,0,1,0,0,0,0,0,1,0
4,7,31,3,4,1533,1,1533,3066,2,4,5,3,2,0,1,0,0,0,0,0
23,6,11,4,5,872,1,1756,2628,2,3,7,0,2,0,1,0,0,0,0,0
21,8,1,4,4,768,1,1590,2358,2,4,6,0,2,0,1,0,0,0,0,0
11,5,30,3,3,1728,1,1728,3456,2,3,8,0,2,0,0,0,0,0,1,0
14,7,34,3,3,1242,1,1242,2484,1,3,6,3,2,0,1,0,0,0,0,0
17,5,92,3,3,624,0,1344,1968,1,3,7,0,3,0,0,0,0,0,1,0
4,4,54,3,4,1364,1,1663,3027,1,4,6,4,2,0,1,0,0,0,0,0
17,8,83,3,3,588,1,1666,2254,1,4,7,4,1,0,0,0,0,0,1,0
3,5,59,3,3,709,1,1203,1912,1,4,5,3,1,0,0,0,0,0,1,0
21,8,0,4,4,832,1,1935,2767,2,3,8,0,2,0,0,0,1,0,0,0
18,7,73,4,4,560,1,1135,1695,1,4,6,0,2,0,0,0,0,0,1,0
19,5,44,3,3,864,1,864,1728,1,3,5,1,1,0,0,0,0,0,1,0
6,6,74,3,3,715,1,1660,2375,1,3,6,4,1,0,0,0,0,0,1,0
5,5,31,3,4,1040,1,1040,2080,2,3,5,0,0,0,0,0,0,0,0,1
0,7,2,4,4,1375,1,1414,2789,2,4,6,3,2,0,1,0,0,0,0,0
12,7,37,3,3,1277,1,1277,2554,1,3,5,1,2,0,1,0,0,0,0,0
12,5,65,3,3,728,1,1644,2372,1,4,7,4,1,0,1,0,0,0,0,0
16,8,1,4,4,1626,1,1634,3260,2,4,7,4,3,0,1,0,0,0,0,0
20,6,15,4,4,832,1,1710,2542,2,4,7,0,2,0,1,0,0,0,0,0
22,8,25,4,4,1488,1,1502,2990,1,4,4,0,2,0,1,0,0,0,0,0
14,7,30,3,4,808,1,1969,2777,2,3,8,4,2,0,1,0,0,0,0,0
7,6,3,3,4,547,1,1072,1619,1,3,5,0,2,0,0,1,0,0,0,0
16,8,1,4,5,1976,1,1976,3952,2,4,7,5,3,0,1,0,0,0,0,0
22,8,7,4,4,1494,1,1652,3146,2,5,6,0,2,0,1,0,0,0,0,0
19,5,44,3,3,970,1,970,1940,1,3,5,0,2,0,0,0,0,0,1,0
5,6,11,3,4,1478,1,1493,2971,2,4,7,3,2,0,1,0,0,0,0,0
16,9,1,5,4,2153,1,2643,4796,2,5,9,4,3,0,0,0,1,0,0,0
5,8,2,4,5,1705,1,1718,3423,2,4,7,4,3,0,1,0,0,0,0,0
17,4,70,3,2,907,1,1131,2038,1,3,7,0,2,0,0,0,0,0,1,0
16,9,2,4,5,1833,1,1850,3683,2,4,8,4,3,0,1,0,0,0,0,0
16,9,3,4,5,1792,1,1792,3584,2,5,6,4,3,0,1,0,0,0,0,0
17,7,94,4,3,910,1,1826,2736,1,5,7,4,1,0,1,0,0,0,0,0
11,6,8,3,5,1216,1,1216,2432,2,3,5,0,2,0,1,0,0,0,0,0
19,5,45,3,3,999,1,999,1998,1,4,6,0,1,0,0,0,0,0,1,0
12,5,59,4,3,1113,1,1113,2226,1,4,5,4,1,0,1,0,0,0,0,0
12,5,42,3,3,1073,1,1073,2146,1,3,6,0,2,0,1,0,0,0,0,0
14,5,36,3,4,1484,1,1484,2968,2,3,7,3,2,0,1,0,0,0,0,0
17,5,106,3,3,954,0,2414,3368,2,3,10,4,2,0,1,0,0,0,0,0
10,4,39,3,4,630,1,630,1260,1,4,3,0,1,0,1,0,0,0,0,0
10,5,32,3,4,264,1,1304,1568,1,3,4,4,1,0,0,0,1,0,0,0
12,6,65,3,3,806,1,1578,2384,1,2,5,3,1,0,1,0,0,0,0,0
8,6,0,4,4,728,1,1456,2184,2,3,8,0,2,0,1,0,0,0,0,0
12,5,48,3,3,1269,1,1269,2538,1,3,6,2,1,0,0,0,0,0,1,0
17,5,71,3,2,190,1,886,1076,1,3,4,0,1,0,1,0,0,0,0,0
9,4,89,3,3,720,0,720,1440,1,3,4,0,0,0,0,0,0,0,0,1
15,8,15,4,4,3200,1,3228,6428,3,4,10,4,2,0,1,0,0,0,0,0
3,7,83,3,3,1026,1,1820,2846,2,3,8,0,1,0,0,0,0,0,1,0
19,5,42,3,3,864,1,899,1763,1,4,5,0,1,0,1,0,0,0,0,0
12,5,49,3,3,912,1,912,1824,1,3,5,0,1,0,1,0,0,0,0,0
2,6,34,3,3,672,1,1218,1890,1,3,7,0,1,0,0,0,0,0,1,0
21,7,3,4,4,866,1,1768,2634,2,4,7,0,2,0,1,0,0,0,0,0
7,5,42,3,3,1214,1,1214,2428,1,3,6,0,2,0,0,0,0,0,1,0
6,7,51,3,3,1501,1,1801,3302,2,3,6,3,2,0,1,0,0,0,0,0
13,6,35,3,3,855,1,1322,2177,2,3,6,2,2,0,1,0,0,0,0,0
17,5,57,3,3,960,1,1960,2920,2,3,10,0,2,0,0,0,0,0,1,0
20,8,13,4,4,777,1,1911,2688,2,4,8,3,2,0,1,0,0,0,0,0
21,6,0,4,4,1218,1,1218,2436,2,4,4,0,2,0,1,0,0,0,0,0
17,7,80,3,3,689,1,1378,2067,2,4,7,4,2,0,0,0,0,0,1,0
12,5,50,3,3,1041,1,1041,2082,1,3,6,0,1,0,1,0,0,0,0,0
12,5,58,4,3,1008,1,1363,2371,1,3,6,3,1,0,0,0,0,1,0,0
16,7,1,4,4,1368,1,1368,2736,2,4,6,4,2,0,1,0,0,0,0,0
12,5,48,3,3,864,1,864,1728,1,3,5,0,2,0,0,0,0,0,1,0
11,6,24,3,3,1084,1,1080,2164,1,3,5,0,2,0,1,0,0,0,0,0
6,5,81,3,3,768,0,789,1557,1,3,5,0,1,0,0,0,0,0,1,0
16,10,0,5,5,2006,1,2020,4026,2,5,9,4,3,0,1,0,0,0,0,0
14,6,37,3,3,689,1,2119,2808,2,3,7,3,2,0,1,0,0,0,0,0
15,7,13,4,4,1264,1,2344,3608,2,4,7,3,3,0,1,0,0,0,0,0
5,6,9,3,4,794,1,1796,2590,2,3,7,0,2,0,1,0,0,0,0,0
6,7,83,4,4,1276,1,2080,3356,1,4,9,4,1,0,0,0,0,0,1,0
17,4,108,3,0,0,0,1294,1294,2,3,7,0,0,0,0,0,0,0,0,1
12,6,50,3,3,1244,1,1244,2488,1,3,6,4,1,0,1,0,0,0,0,0
3,6,59,3,3,1004,1,1664,2668,2,3,7,4,2,0,0,0,0,0,1,0
7,10,0,5,5,3138,1,4676,7814,3,5,11,4,3,0,0,0,1,0,0,0
15,7,11,4,4,1379,1,2398,3777,2,4,8,3,3,0,1,0,0,0,0,0
21,7,1,4,4,1257,1,1266,2523,2,4,6,3,2,0,1,0,0,0,0,0
12,5,51,3,4,928,1,928,1856,1,3,4,0,1,0,1,0,0,0,0,0
16,9,0,5,5,1452,1,2713,4165,2,5,11,4,3,0,1,0,0,0,0,0
7,4,87,3,3,528,1,605,1133,1,3,5,0,0,0,0,0,0,0,0,1
6,6,50,4,3,2035,1,2515,4550,3,3,9,3,2,0,1,0,0,0,0,0
23,6,20,4,4,1461,1,1509,2970,2,4,5,2,2,0,1,0,0,0,0,0
3,6,88,3,2,611,1,1362,1973,2,3,6,0,2,0,0,0,0,0,1,0
12,5,55,3,0,0,1,827,827,1,3,5,1,1,0,0,0,0,0,1,0
3,1,61,2,0,0,0,334,334,1,2,2,0,0,0,0,0,0,0,0,1
8,8,2,4,5,707,1,1414,2121,2,4,6,4,2,0,1,0,0,0,0,0
7,5,98,3,4,1117,1,1347,2464,1,3,5,0,0,0,0,0,0,0,0,1
5,7,10,3,4,880,1,1724,2604,2,4,8,0,2,0,1,0,0,0,0,0
12,4,36,3,3,864,1,864,1728,1,3,5,0,2,0,0,0,0,0,1,0
19,5,38,3,3,1051,1,1159,2210,1,3,7,2,1,0,1,0,0,0,0,0
5,8,9,4,4,1581,1,1601,3182,2,4,6,3,2,0,1,0,0,0,0,0
23,9,3,5,5,1838,1,1838,3676,2,5,8,4,3,0,1,0,0,0,0,0
15,8,7,4,4,969,1,2285,3254,2,4,8,3,3,0,0,0,1,0,0,0
14,7,11,4,5,1650,1,1680,3330,2,4,7,3,2,0,1,0,0,0,0,0
12,7,9,3,4,723,1,767,1490,1,3,4,0,1,0,1,0,0,0,0,0
8,7,0,4,4,654,1,1496,2150,2,4,7,4,2,0,1,0,0,0,0,0
14,7,18,4,4,1204,1,2183,3387,2,4,9,0,3,0,1,0,0,0,0,0
3,6,84,3,4,1065,1,1635,2700,1,3,6,4,2,0,0,0,0,0,1,0
11,5,37,3,4,768,1,768,1536,1,3,5,0,2,0,0,0,0,0,1,0
17,5,53,3,3,825,1,825,1650,1,3,4,0,2,0,0,0,0,0,1,0
21,7,6,4,4,912,1,2094,3006,2,4,8,4,2,0,0,0,1,0,0,0
13,6,31,3,4,1069,1,1069,2138,2,3,4,0,2,0,1,0,0,0,0,0
17,5,51,3,3,928,1,928,1856,1,3,5,0,1,0,1,0,0,0,0,0
16,8,3,4,5,1709,1,1717,3426,2,4,7,4,3,0,1,0,0,0,0,0
7,4,60,3,0,0,1,1126,1126,2,4,5,0,2,0,0,0,0,0,1,0
16,7,5,4,4,998,1,2046,3044,2,4,8,4,3,0,0,0,1,0,0,0
3,5,84,3,3,993,1,1048,2041,1,3,5,4,1,0,0,0,0,0,1,0
12,5,49,3,3,1092,1,1092,2184,1,3,6,3,1,0,1,0,0,0,0,0
9,4,86,3,3,637,1,1336,1973,1,3,7,0,1,0,0,0,0,1,0,0
8,7,12,3,4,729,1,1446,2175,2,3,6,3,2,0,1,0,0,0,0,0
0,7,3,4,4,1374,1,1557,2931,2,4,7,3,2,0,1,0,0,0,0,0
19,5,53,3,4,1392,1,1392,2784,1,3,5,4,2,0,0,0,0,0,1,0
11,5,32,3,4,1389,1,1389,2778,1,3,6,3,2,0,1,0,0,0,0,0
7,5,68,3,3,996,1,996,1992,1,3,6,4,0,0,0,0,0,0,0,1
7,6,90,3,4,1163,1,1674,2837,2,3,8,4,2,0,0,0,0,0,1,0
15,7,14,4,4,1095,1,2295,3390,2,4,9,3,2,0,1,0,0,0,0,0
18,6,95,3,4,806,0,1647,2453,1,2,6,0,1,0,0,0,0,0,1,0
22,9,3,4,4,1122,1,2504,3626,2,5,11,4,3,0,0,0,1,0,0,0
16,7,6,4,4,1517,1,1535,3052,2,4,7,0,2,0,1,0,0,0,0,0
20,8,26,4,4,1496,1,2132,3628,1,4,5,4,2,0,0,0,1,0,0,0
12,5,27,3,4,943,1,943,1886,1,3,4,3,2,0,0,0,0,0,1,0
12,5,43,3,3,1728,1,1728,3456,2,3,10,0,2,0,0,0,0,0,1,0
12,6,47,3,3,864,1,864,1728,1,4,4,0,1,0,1,0,0,0,0,0
23,7,0,3,5,846,1,1692,2538,2,4,6,0,2,0,1,0,0,0,0,0
8,7,7,3,4,384,1,1430,1814,2,3,8,3,2,0,0,0,1,0,0,0
12,5,36,3,3,372,1,1109,1481,1,3,5,0,1,0,0,0,1,0,0,0
12,5,61,3,3,832,1,1216,2048,1,3,6,0,1,0,0,0,0,0,1,0
18,7,81,3,3,861,1,1477,2338,2,3,6,4,1,0,0,0,0,0,1,0
19,5,40,3,3,1164,1,1320,2484,1,3,6,2,2,0,1,0,0,0,0,0
21,7,1,4,4,689,1,1392,2081,2,4,5,0,2,0,0,0,0,0,1,0
17,5,54,3,3,1050,0,1795,2845,2,3,7,0,1,0,1,0,0,0,0,0
12,6,47,3,3,1144,1,1429,2573,1,4,7,4,2,0,1,0,0,0,0,0
16,8,1,5,5,2042,1,2042,4084,2,5,8,4,3,0,1,0,0,0,0,0
7,6,17,3,4,816,1,816,1632,1,3,5,0,0,0,0,0,0,0,0,1
17,10,115,5,3,1237,1,2775,4012,3,4,9,4,2,0,0,0,0,0,1,0
3,4,74,3,3,884,1,1573,2457,1,4,6,0,1,0,0,0,0,0,1,0
23,8,1,4,5,1868,1,2028,3896,2,4,7,4,3,0,1,0,0,0,0,0
3,6,90,3,3,816,1,838,1654,1,2,5,0,1,0,0,0,0,0,1,0
19,5,27,3,3,840,1,860,1700,1,3,4,0,2,0,0,0,0,0,1,0
4,5,41,3,3,1437,1,1473,2910,1,5,5,4,1,0,1,0,0,0,0,0
3,5,78,3,3,742,1,935,1677,1,3,4,0,1,0,0,0,0,0,1,0
5,7,4,4,4,770,1,1582,2352,2,4,6,0,2,0,1,0,0,0,0,0
16,10,1,5,5,1722,1,2296,4018,2,5,10,4,3,0,0,0,1,0,0,0
11,5,26,3,3,816,1,816,1632,1,3,4,0,2,0,0,0,0,0,1,0
5,6,6,4,4,848,1,848,1696,1,4,4,0,2,0,1,0,0,0,0,0
5,5,33,3,4,924,1,924,1848,1,3,5,0,1,0,0,0,0,0,1,0
22,8,1,4,4,1814,1,1826,3640,2,4,7,3,3,0,1,0,0,0,0,0
17,6,96,3,3,684,0,1368,2052,1,3,7,0,1,0,0,0,0,0,1,0
0,7,1,4,5,1258,1,1402,2660,0,4,7,4,3,0,1,0,0,0,0,0
6,5,29,3,4,1430,1,1647,3077,2,4,7,3,2,0,1,0,0,0,0,0
1,6,28,3,4,716,1,1556,2272,2,3,6,3,2,0,1,0,0,0,0,0
16,8,1,4,4,1058,1,1904,2962,2,5,8,4,2,0,0,0,1,0,0,0
9,6,70,3,3,780,1,1375,2155,1,4,6,4,1,0,0,0,0,0,1,0
20,8,14,4,4,908,1,1915,2823,2,4,8,3,2,0,1,0,0,0,0,0
21,7,6,4,4,600,1,1200,1800,2,4,4,0,2,0,0,0,0,0,1,0
5,7,6,4,4,1494,1,1494,2988,2,4,6,3,2,0,1,0,0,0,0,0
12,7,44,3,3,768,1,1986,2754,2,3,7,2,2,0,1,0,0,0,0,0
5,5,13,3,4,1040,1,1040,2080,1,4,6,0,2,0,0,0,0,0,1,0
7,5,58,3,3,896,1,2008,2904,3,5,8,0,1,0,1,0,0,0,0,0
6,8,73,3,4,965,1,3194,4159,2,3,10,4,2,0,0,1,0,0,0,0
19,4,46,3,3,1029,1,1029,2058,1,3,5,0,1,0,1,0,0,0,0,0
5,9,9,4,5,1440,1,2153,3593,2,5,8,5,3,0,1,0,0,0,0,0
14,6,29,3,4,1032,1,1032,2064,2,3,6,3,2,0,1,0,0,0,0,0
5,8,8,4,4,1299,1,1872,3171,2,5,7,3,2,0,0,0,1,0,0,0
11,5,0,3,4,1120,1,1120,2240,1,3,6,0,0,0,0,0,0,0,0,1
10,4,38,3,4,630,1,630,1260,1,3,3,0,0,0,0,0,0,0,0,1
12,6,47,3,3,936,1,1054,1990,1,4,6,0,2,0,1,0,0,0,0,0
8,6,4,4,4,783,1,1509,2292,2,4,7,4,2,0,1,0,0,0,0,0
12,6,54,3,3,832,1,832,1664,1,4,4,0,2,0,0,0,0,0,1,0
16,9,0,5,5,1822,1,1828,3650,2,4,9,4,3,0,1,0,0,0,0,0
